,MXC,PT1,PT2,Still,VaccumeCan,PumpingLine,CompressorOutlet,CompressorInlet,MixtureTank,VentingLine,Compressor1 Input,Compressor1 Output,Compressor2 Input,Compressor2 Output
2023-09-15 12:41:51+00:00,10.2092,36386.6,3146.94,899.089,5.25e-06,0.0227,691.0,719.0,5.92,5.0,19.37278,28.06222,19.37278,27.03111
2023-09-15 12:43:43+00:00,10.082600000000001,36390.3,3148.99,899.354,5.25e-06,0.0227,691.0,719.0,5.92,5.0,19.37278,28.06222,19.37278,27.03111
2023-09-15 12:43:48+00:00,10.082600000000001,36390.3,3148.99,899.354,5.27e-06,0.0227,699.0,718.0,5.92,5.01,19.37278,28.06222,19.37278,27.03111
2023-09-15 12:43:51+00:00,10.082600000000001,36390.3,3148.99,899.354,5.27e-06,0.0227,699.0,718.0,5.92,5.01,19.36278,28.02333,19.39611,27.05722
2023-09-15 12:44:43+00:00,10.1045,36387.3,3145.57,899.489,5.27e-06,0.0227,699.0,718.0,5.92,5.01,19.36278,28.02333,19.39611,27.05722
2023-09-15 12:45:51+00:00,10.1045,36387.3,3145.57,899.489,5.26e-06,0.0228,699.0,719.0,5.92,5.01,19.41389,28.06444,19.42722,27.12889
2023-09-15 12:48:44+00:00,10.0018,36379.5,3144.22,899.501,5.26e-06,0.0228,699.0,719.0,5.92,5.01,19.41389,28.06444,19.42722,27.12889
2023-09-15 12:48:51+00:00,10.0018,36379.5,3144.22,899.501,5.26e-06,0.0228,699.0,719.0,5.92,5.01,19.40667,28.06722,19.45278,27.13944
2023-09-15 12:48:54+00:00,10.0018,36379.5,3144.22,899.501,5.28e-06,0.0228,691.0,719.0,5.92,5.01,19.40667,28.06722,19.45278,27.13944
2023-09-15 12:49:44+00:00,10.158199999999999,36379.0,3144.5099999999998,899.413,5.28e-06,0.0228,691.0,719.0,5.92,5.01,19.40667,28.06722,19.45278,27.13944
2023-09-15 12:49:51+00:00,10.158199999999999,36379.0,3144.5099999999998,899.413,5.28e-06,0.0228,691.0,719.0,5.92,5.01,19.43722,28.12667,19.47611,27.14445
2023-09-15 12:49:56+00:00,10.158199999999999,36379.0,3144.5099999999998,899.413,5.29e-06,0.0228,699.0,719.0,5.93,5.01,19.43722,28.12667,19.47611,27.14445
2023-09-15 12:51:45+00:00,10.004199999999999,36375.700000000004,3146.44,899.359,5.29e-06,0.0228,699.0,719.0,5.93,5.01,19.43722,28.12667,19.47611,27.14445
2023-09-15 12:51:51+00:00,10.004199999999999,36375.700000000004,3146.44,899.359,5.29e-06,0.0228,699.0,719.0,5.93,5.01,19.39611,28.13167,19.46833,27.165
2023-09-15 12:52:59+00:00,10.004199999999999,36375.700000000004,3146.44,899.359,5.3e-06,0.0227,696.0,720.0,5.92,5.01,19.39611,28.13167,19.46833,27.165
2023-09-15 12:53:45+00:00,10.071800000000001,36374.7,3149.83,899.839,5.3e-06,0.0227,696.0,720.0,5.92,5.01,19.39611,28.13167,19.46833,27.165
2023-09-15 12:53:51+00:00,10.071800000000001,36374.7,3149.83,899.839,5.3e-06,0.0227,696.0,720.0,5.92,5.01,19.37833,28.10611,19.41389,27.155
2023-09-15 12:54:00+00:00,10.071800000000001,36374.7,3149.83,899.839,5.31e-06,0.0229,703.0,720.0,5.94,5.01,19.37833,28.10611,19.41389,27.155
2023-09-15 12:54:45+00:00,10.0193,36379.2,3149.13,899.513,5.31e-06,0.0229,703.0,720.0,5.94,5.01,19.37833,28.10611,19.41389,27.155
2023-09-15 12:54:51+00:00,10.0193,36379.2,3149.13,899.513,5.31e-06,0.0229,703.0,720.0,5.94,5.01,19.40111,28.13944,19.42167,27.15722
2023-09-15 12:55:02+00:00,10.0193,36379.2,3149.13,899.513,5.31e-06,0.0228,694.0,720.0,5.93,5.01,19.40111,28.13944,19.42167,27.15722
2023-09-15 12:55:46+00:00,9.9826,36387.2,3145.35,899.512,5.31e-06,0.0228,694.0,720.0,5.93,5.01,19.40111,28.13944,19.42167,27.15722
2023-09-15 12:55:51+00:00,9.9826,36387.2,3145.35,899.512,5.31e-06,0.0228,694.0,720.0,5.93,5.01,19.45555,28.15722,19.48333,27.16278
2023-09-15 12:56:03+00:00,9.9826,36387.2,3145.35,899.512,5.32e-06,0.0229,700.0,721.0,5.93,5.01,19.45555,28.15722,19.48333,27.16278
2023-09-15 12:57:46+00:00,10.0957,36385.1,3152.28,899.314,5.32e-06,0.0229,700.0,721.0,5.93,5.01,19.45555,28.15722,19.48333,27.16278
2023-09-15 12:57:51+00:00,10.0957,36385.1,3152.28,899.314,5.32e-06,0.0229,700.0,721.0,5.93,5.01,19.40111,28.13667,19.43722,27.12667
2023-09-15 12:58:05+00:00,10.0957,36385.1,3152.28,899.314,5.33e-06,0.0229,700.0,720.0,5.93,5.02,19.40111,28.13667,19.43722,27.12667
2023-09-15 12:58:46+00:00,10.0124,36385.399999999994,3145.61,899.207,5.33e-06,0.0229,700.0,720.0,5.93,5.02,19.40111,28.13667,19.43722,27.12667
2023-09-15 12:58:51+00:00,10.0124,36385.399999999994,3145.61,899.207,5.33e-06,0.0229,700.0,720.0,5.93,5.02,19.44778,28.16278,19.50667,27.23222
2023-09-15 12:59:06+00:00,10.0124,36385.399999999994,3145.61,899.207,5.35e-06,0.0229,696.0,719.0,5.93,5.02,19.44778,28.16278,19.50667,27.23222
2023-09-15 12:59:46+00:00,9.9673,36386.4,3144.88,899.533,5.35e-06,0.0229,696.0,719.0,5.93,5.02,19.44778,28.16278,19.50667,27.23222
2023-09-15 12:59:51+00:00,9.9673,36386.4,3144.88,899.533,5.35e-06,0.0229,696.0,719.0,5.93,5.02,19.43722,28.19889,19.47334,27.20111
2023-09-15 13:00:08+00:00,9.9673,36386.4,3144.88,899.533,5.35e-06,0.0228,698.0,719.0,5.93,5.02,19.43722,28.19889,19.47334,27.20111
2023-09-15 13:00:46+00:00,9.9493,36382.1,3147.64,899.362,5.35e-06,0.0228,698.0,719.0,5.93,5.02,19.43722,28.19889,19.47334,27.20111
2023-09-15 13:00:51+00:00,9.9493,36382.1,3147.64,899.362,5.35e-06,0.0228,698.0,719.0,5.93,5.02,19.39611,28.12889,19.45,27.16778
2023-09-15 13:01:09+00:00,9.9493,36382.1,3147.64,899.362,5.36e-06,0.0228,700.0,718.0,5.94,5.02,19.39611,28.12889,19.45,27.16778
2023-09-15 13:01:47+00:00,9.9729,36380.6,3151.41,899.602,5.36e-06,0.0228,700.0,718.0,5.94,5.02,19.39611,28.12889,19.45,27.16778
2023-09-15 13:01:51+00:00,9.9729,36380.6,3151.41,899.602,5.36e-06,0.0228,700.0,718.0,5.94,5.02,19.37833,28.17056,19.42944,27.16778
2023-09-15 13:03:11+00:00,9.9729,36380.6,3151.41,899.602,5.37e-06,0.0227,699.0,716.0,5.93,5.02,19.37833,28.17056,19.42944,27.16778
2023-09-15 13:05:47+00:00,9.9076,36403.7,3136.4,899.2339999999999,5.37e-06,0.0227,699.0,716.0,5.93,5.02,19.37833,28.17056,19.42944,27.16778
2023-09-15 13:05:51+00:00,9.9076,36403.7,3136.4,899.2339999999999,5.37e-06,0.0227,699.0,716.0,5.93,5.02,19.37833,28.13167,19.48333,27.16778
2023-09-15 13:06:15+00:00,9.9076,36403.7,3136.4,899.2339999999999,5.39e-06,0.0227,690.0,712.0,5.94,5.02,19.37833,28.13167,19.48333,27.16778
2023-09-15 13:06:47+00:00,9.933300000000001,36401.1,3136.92,899.197,5.39e-06,0.0227,690.0,712.0,5.94,5.02,19.37833,28.13167,19.48333,27.16778
2023-09-15 13:06:51+00:00,9.933300000000001,36401.1,3136.92,899.197,5.39e-06,0.0227,690.0,712.0,5.94,5.02,19.44222,28.13944,19.50667,27.16778
2023-09-15 13:07:16+00:00,9.933300000000001,36401.1,3136.92,899.197,5.39e-06,0.0226,694.0,712.0,5.94,5.02,19.44222,28.13944,19.50667,27.16778
2023-09-15 13:08:48+00:00,9.910499999999999,36400.5,3141.6,899.422,5.39e-06,0.0226,694.0,712.0,5.94,5.02,19.44222,28.13944,19.50667,27.16778
2023-09-15 13:08:51+00:00,9.910499999999999,36400.5,3141.6,899.422,5.39e-06,0.0226,694.0,712.0,5.94,5.02,19.40111,28.15722,19.47833,27.19611
2023-09-15 13:10:19+00:00,9.910499999999999,36400.5,3141.6,899.422,5.42e-06,0.0227,693.0,711.0,5.93,5.03,19.40111,28.15722,19.47833,27.19611
2023-09-15 13:10:48+00:00,9.863800000000001,36402.0,3136.58,899.6469999999999,5.42e-06,0.0227,693.0,711.0,5.93,5.03,19.40111,28.15722,19.47833,27.19611
2023-09-15 13:10:51+00:00,9.863800000000001,36402.0,3136.58,899.6469999999999,5.42e-06,0.0227,693.0,711.0,5.93,5.03,19.43222,28.17556,19.46278,27.16
2023-09-15 13:11:21+00:00,9.863800000000001,36402.0,3136.58,899.6469999999999,5.42e-06,0.0227,683.0,710.0,5.94,5.02,19.43222,28.17556,19.46278,27.16
2023-09-15 13:11:48+00:00,9.8538,36403.6,3140.11,899.435,5.42e-06,0.0227,683.0,710.0,5.94,5.02,19.43222,28.17556,19.46278,27.16
2023-09-15 13:11:51+00:00,9.8538,36403.6,3140.11,899.435,5.42e-06,0.0227,683.0,710.0,5.94,5.02,19.42444,28.18611,19.48611,27.22444
2023-09-15 13:14:24+00:00,9.8538,36403.6,3140.11,899.435,5.45e-06,0.0227,682.0,710.0,5.95,5.03,19.42444,28.18611,19.48611,27.22444
2023-09-15 13:14:48+00:00,9.8314,36401.6,3139.1200000000003,899.4459999999999,5.45e-06,0.0227,682.0,710.0,5.95,5.03,19.42444,28.18611,19.48611,27.22444
2023-09-15 13:14:51+00:00,9.8314,36401.6,3139.1200000000003,899.4459999999999,5.45e-06,0.0227,682.0,710.0,5.95,5.03,19.46055,28.21944,19.52722,27.23722
2023-09-15 13:15:25+00:00,9.8314,36401.6,3139.1200000000003,899.4459999999999,5.45e-06,0.0227,685.0,710.0,5.95,5.03,19.46055,28.21944,19.52722,27.23722
2023-09-15 13:15:48+00:00,9.8393,36402.0,3139.57,899.343,5.45e-06,0.0227,685.0,710.0,5.95,5.03,19.46055,28.21944,19.52722,27.23722
2023-09-15 13:15:51+00:00,9.8393,36402.0,3139.57,899.343,5.45e-06,0.0227,685.0,710.0,5.95,5.03,19.47833,28.20389,19.52444,27.235
2023-09-15 13:17:28+00:00,9.8393,36402.0,3139.57,899.343,5.35e-06,0.0228,693.0,711.0,5.96,5.03,19.47833,28.20389,19.52444,27.235
2023-09-15 13:18:49+00:00,9.841600000000001,36397.6,3141.42,899.567,5.35e-06,0.0228,693.0,711.0,5.96,5.03,19.47833,28.20389,19.52444,27.235
2023-09-15 13:18:51+00:00,9.841600000000001,36397.6,3141.42,899.567,5.35e-06,0.0228,693.0,711.0,5.96,5.03,19.50167,28.235,19.51444,27.23222
2023-09-15 13:19:31+00:00,9.841600000000001,36397.6,3141.42,899.567,5.32e-06,0.0226,682.0,709.0,5.94,5.03,19.50167,28.235,19.51444,27.23222
2023-09-15 13:19:49+00:00,9.783399999999999,36404.200000000004,3135.9900000000002,899.242,5.32e-06,0.0226,682.0,709.0,5.94,5.03,19.50167,28.235,19.51444,27.23222
2023-09-15 13:19:51+00:00,9.783399999999999,36404.200000000004,3135.9900000000002,899.242,5.32e-06,0.0226,682.0,709.0,5.94,5.03,19.52222,28.22167,19.55833,27.19889
2023-09-15 13:21:33+00:00,9.783399999999999,36404.200000000004,3135.9900000000002,899.242,5.24e-06,0.0227,686.0,710.0,5.95,5.03,19.52222,28.22167,19.55833,27.19889
2023-09-15 13:22:49+00:00,9.8707,36402.0,3142.09,899.569,5.24e-06,0.0227,686.0,710.0,5.95,5.03,19.52222,28.22167,19.55833,27.19889
2023-09-15 13:22:51+00:00,9.8707,36402.0,3142.09,899.569,5.24e-06,0.0227,686.0,710.0,5.95,5.03,19.54,28.19111,19.55056,27.21667
2023-09-15 13:24:37+00:00,9.8707,36402.0,3142.09,899.569,5.14e-06,0.0227,695.0,714.0,5.95,5.04,19.54,28.19111,19.55056,27.21667
2023-09-15 13:24:50+00:00,9.8534,36396.799999999996,3138.22,899.7230000000001,5.14e-06,0.0227,695.0,714.0,5.95,5.04,19.54,28.19111,19.55056,27.21667
2023-09-15 13:24:51+00:00,9.8534,36396.799999999996,3138.22,899.7230000000001,5.14e-06,0.0227,695.0,714.0,5.95,5.04,19.52444,28.26555,19.55056,27.23722
2023-09-15 13:25:39+00:00,9.8534,36396.799999999996,3138.22,899.7230000000001,5.12e-06,0.0228,693.0,715.0,5.95,5.03,19.52444,28.26555,19.55056,27.23722
2023-09-15 13:25:50+00:00,9.8702,36394.399999999994,3146.7999999999997,899.697,5.12e-06,0.0228,693.0,715.0,5.95,5.03,19.52444,28.26555,19.55056,27.23722
2023-09-15 13:25:51+00:00,9.8702,36394.399999999994,3146.7999999999997,899.697,5.12e-06,0.0228,693.0,715.0,5.95,5.03,19.51167,28.21944,19.56055,27.19889
2023-09-15 13:28:42+00:00,9.8702,36394.399999999994,3146.7999999999997,899.697,5.09e-06,0.0227,690.0,717.0,5.94,5.03,19.51167,28.21944,19.56055,27.19889
2023-09-15 13:28:50+00:00,9.8295,36395.1,3142.8500000000004,899.515,5.09e-06,0.0227,690.0,717.0,5.94,5.03,19.51167,28.21944,19.56055,27.19889
2023-09-15 13:28:51+00:00,9.8295,36395.1,3142.8500000000004,899.515,5.09e-06,0.0227,690.0,717.0,5.94,5.03,19.49111,28.19333,19.52222,27.19611
2023-09-15 13:29:43+00:00,9.8295,36395.1,3142.8500000000004,899.515,5.1e-06,0.0227,701.0,718.0,5.95,5.04,19.49111,28.19333,19.52222,27.19611
2023-09-15 13:29:50+00:00,9.8557,36394.6,3147.54,899.644,5.1e-06,0.0227,701.0,718.0,5.95,5.04,19.49111,28.19333,19.52222,27.19611
2023-09-15 13:29:51+00:00,9.8557,36394.6,3147.54,899.644,5.1e-06,0.0227,701.0,718.0,5.95,5.04,19.46556,28.18611,19.50389,27.14722
2023-09-15 13:32:46+00:00,9.8557,36394.6,3147.54,899.644,5.09e-06,0.0228,702.0,719.0,5.94,5.04,19.46556,28.18611,19.50389,27.14722
2023-09-15 13:32:51+00:00,9.845400000000001,36401.4,3148.94,899.548,5.09e-06,0.0228,702.0,719.0,5.94,5.04,19.49667,28.27611,19.51167,27.14722
2023-09-15 13:33:47+00:00,9.845400000000001,36401.4,3148.94,899.548,5.08e-06,0.0228,693.0,719.0,5.94,5.03,19.49667,28.27611,19.51167,27.14722
2023-09-15 13:33:51+00:00,9.8489,36399.0,3146.89,899.5260000000001,5.08e-06,0.0228,693.0,719.0,5.94,5.03,19.49889,28.19333,19.50667,27.16
2023-09-15 13:36:51+00:00,9.8489,36399.0,3146.89,899.5260000000001,5.07e-06,0.0228,692.0,719.0,5.96,5.04,19.44222,28.12889,19.45778,27.08
2023-09-15 13:36:52+00:00,9.846499999999999,36392.7,3151.89,899.638,5.07e-06,0.0228,692.0,719.0,5.96,5.04,19.44222,28.12889,19.45778,27.08
2023-09-15 13:37:51+00:00,9.846499999999999,36392.7,3151.89,899.638,5.07e-06,0.0228,692.0,719.0,5.96,5.04,19.46055,28.10056,19.42444,27.04945
2023-09-15 13:37:52+00:00,9.831299999999999,36397.1,3142.42,899.4060000000001,5.08e-06,0.0226,695.0,719.0,5.93,5.03,19.46055,28.10056,19.42444,27.04945
2023-09-15 13:39:51+00:00,9.831299999999999,36397.1,3142.42,899.4060000000001,5.08e-06,0.0226,695.0,719.0,5.93,5.03,19.40389,28.06444,19.42944,27.04945
2023-09-15 13:39:52+00:00,9.819899999999999,36411.5,3145.1099999999997,899.15,5.08e-06,0.0226,695.0,719.0,5.93,5.03,19.40389,28.06444,19.42944,27.04945
2023-09-15 13:39:55+00:00,9.819899999999999,36411.5,3145.1099999999997,899.15,5.06e-06,0.0226,695.0,715.0,5.93,5.04,19.40389,28.06444,19.42944,27.04945
2023-09-15 13:42:51+00:00,9.819899999999999,36411.5,3145.1099999999997,899.15,5.06e-06,0.0226,695.0,715.0,5.93,5.04,19.41945,28.11111,19.45555,27.08
2023-09-15 13:42:53+00:00,9.8192,36412.3,3137.98,899.1080000000001,5.06e-06,0.0226,695.0,715.0,5.93,5.04,19.41945,28.11111,19.45555,27.08
2023-09-15 13:42:59+00:00,9.8192,36412.3,3137.98,899.1080000000001,5.05e-06,0.0226,693.0,711.0,5.95,5.03,19.41945,28.11111,19.45555,27.08
2023-09-15 13:43:51+00:00,9.8192,36412.3,3137.98,899.1080000000001,5.05e-06,0.0226,693.0,711.0,5.95,5.03,19.39333,28.06222,19.42167,27.04945
2023-09-15 13:43:53+00:00,9.8185,36410.5,3143.13,899.675,5.05e-06,0.0226,693.0,711.0,5.95,5.03,19.39333,28.06222,19.42167,27.04945
2023-09-15 13:44:00+00:00,9.8185,36410.5,3143.13,899.675,5.05e-06,0.0226,691.0,713.0,5.94,5.04,19.39333,28.06222,19.42167,27.04945
2023-09-15 13:46:51+00:00,9.8185,36410.5,3143.13,899.675,5.05e-06,0.0226,691.0,713.0,5.94,5.04,19.445,28.09056,19.45278,27.04945
2023-09-15 13:46:53+00:00,9.788699999999999,36398.200000000004,3144.44,899.258,5.05e-06,0.0226,691.0,713.0,5.94,5.04,19.445,28.09056,19.45278,27.04945
2023-09-15 13:47:03+00:00,9.788699999999999,36398.200000000004,3144.44,899.258,5.03e-06,0.0226,686.0,713.0,5.95,5.03,19.445,28.09056,19.45278,27.04945
2023-09-15 13:47:51+00:00,9.788699999999999,36398.200000000004,3144.44,899.258,5.03e-06,0.0226,686.0,713.0,5.95,5.03,19.42944,28.01833,19.41167,27.08
2023-09-15 13:47:54+00:00,9.7755,36395.1,3144.54,899.5260000000001,5.03e-06,0.0226,686.0,713.0,5.95,5.03,19.42944,28.01833,19.41167,27.08
2023-09-15 13:48:04+00:00,9.7755,36395.1,3144.54,899.5260000000001,5.02e-06,0.0225,697.0,714.0,5.94,5.04,19.42944,28.01833,19.41167,27.08
2023-09-15 13:49:51+00:00,9.7755,36395.1,3144.54,899.5260000000001,5.02e-06,0.0225,697.0,714.0,5.94,5.04,19.43222,28.09834,19.46278,27.06222
2023-09-15 13:49:54+00:00,9.8551,36406.2,3143.86,899.51,5.02e-06,0.0225,697.0,714.0,5.94,5.04,19.43222,28.09834,19.46278,27.06222
2023-09-15 13:51:08+00:00,9.8551,36406.2,3143.86,899.51,5.01e-06,0.0225,687.0,713.0,5.96,5.03,19.43222,28.09834,19.46278,27.06222
2023-09-15 13:51:51+00:00,9.8551,36406.2,3143.86,899.51,5.01e-06,0.0225,687.0,713.0,5.96,5.03,19.45278,28.08278,19.44,27.06445
2023-09-15 13:51:54+00:00,9.7642,36404.6,3138.33,898.9979999999999,5.01e-06,0.0225,687.0,713.0,5.96,5.03,19.45278,28.08278,19.44,27.06445
2023-09-15 13:52:09+00:00,9.7642,36404.6,3138.33,898.9979999999999,5.01e-06,0.0225,695.0,712.0,5.95,5.03,19.45278,28.08278,19.44,27.06445
2023-09-15 13:53:51+00:00,9.7642,36404.6,3138.33,898.9979999999999,5.01e-06,0.0225,695.0,712.0,5.95,5.03,19.46556,28.08278,19.46556,27.04667
2023-09-15 13:53:55+00:00,9.8871,36403.3,3144.99,899.277,5.01e-06,0.0225,695.0,712.0,5.95,5.03,19.46556,28.08278,19.46556,27.04667
2023-09-15 13:55:12+00:00,9.8871,36403.3,3144.99,899.277,4.98e-06,0.0226,692.0,715.0,5.95,5.04,19.46556,28.08278,19.46556,27.04667
2023-09-15 13:55:51+00:00,9.8871,36403.3,3144.99,899.277,4.98e-06,0.0226,692.0,715.0,5.95,5.04,19.40889,28.02333,19.40111,26.995
2023-09-15 13:55:55+00:00,9.7743,36390.2,3142.04,899.59,4.98e-06,0.0226,692.0,715.0,5.95,5.04,19.40889,28.02333,19.40111,26.995
2023-09-15 13:56:14+00:00,9.7743,36390.2,3142.04,899.59,4.98e-06,0.0226,693.0,717.0,5.92,5.04,19.40889,28.02333,19.40111,26.995
2023-09-15 13:56:51+00:00,9.7743,36390.2,3142.04,899.59,4.98e-06,0.0226,693.0,717.0,5.92,5.04,19.48333,28.15722,19.49111,27.12889
2023-09-15 13:56:55+00:00,9.8393,36390.4,3143.75,899.51,4.98e-06,0.0226,693.0,717.0,5.92,5.04,19.48333,28.15722,19.49111,27.12889
2023-09-15 13:58:16+00:00,9.8393,36390.4,3143.75,899.51,4.98e-06,0.0226,698.0,716.0,5.94,5.03,19.48333,28.15722,19.49111,27.12889
2023-09-15 14:00:51+00:00,9.8393,36390.4,3143.75,899.51,4.98e-06,0.0226,698.0,716.0,5.94,5.03,19.44222,28.12167,19.45555,27.04167
2023-09-15 14:00:56+00:00,9.792399999999999,36397.5,3146.09,899.512,4.98e-06,0.0226,698.0,716.0,5.94,5.03,19.44222,28.12167,19.45555,27.04167
2023-09-15 14:01:20+00:00,9.792399999999999,36397.5,3146.09,899.512,4.96e-06,0.0228,695.0,718.0,5.93,5.04,19.44222,28.12167,19.45555,27.04167
2023-09-15 14:01:51+00:00,9.792399999999999,36397.5,3146.09,899.512,4.96e-06,0.0228,695.0,718.0,5.93,5.04,19.41167,28.11389,19.42444,27.02889
2023-09-15 14:01:56+00:00,9.794,36397.799999999996,3148.72,899.715,4.96e-06,0.0228,695.0,718.0,5.93,5.04,19.41167,28.11389,19.42444,27.02889
2023-09-15 14:02:22+00:00,9.794,36397.799999999996,3148.72,899.715,4.95e-06,0.0226,696.0,720.0,5.93,5.04,19.41167,28.11389,19.42444,27.02889
2023-09-15 14:03:51+00:00,9.794,36397.799999999996,3148.72,899.715,4.95e-06,0.0226,696.0,720.0,5.93,5.04,19.40667,28.03889,19.41945,27.04667
2023-09-15 14:03:56+00:00,9.8132,36398.299999999996,3145.23,899.401,4.95e-06,0.0226,696.0,720.0,5.93,5.04,19.40667,28.03889,19.41945,27.04667
2023-09-15 14:05:26+00:00,9.8132,36398.299999999996,3145.23,899.401,4.93e-06,0.0227,697.0,719.0,5.92,5.04,19.40667,28.03889,19.41945,27.04667
2023-09-15 14:05:51+00:00,9.8132,36398.299999999996,3145.23,899.401,4.93e-06,0.0227,697.0,719.0,5.92,5.04,19.41389,28.07778,19.39611,27.05944
2023-09-15 14:05:56+00:00,9.7586,36398.899999999994,3145.21,899.282,4.93e-06,0.0227,697.0,719.0,5.92,5.04,19.41389,28.07778,19.39611,27.05944
2023-09-15 14:06:27+00:00,9.7586,36398.899999999994,3145.21,899.282,4.93e-06,0.0227,702.0,720.0,5.93,5.04,19.41389,28.07778,19.39611,27.05944
2023-09-15 14:06:51+00:00,9.7586,36398.899999999994,3145.21,899.282,4.93e-06,0.0227,702.0,720.0,5.93,5.04,19.40389,28.11111,19.45555,27.04389
2023-09-15 14:07:57+00:00,9.8337,36402.6,3148.54,899.323,4.93e-06,0.0227,702.0,720.0,5.93,5.04,19.40389,28.11111,19.45555,27.04389
2023-09-15 14:09:30+00:00,9.8337,36402.6,3148.54,899.323,4.93e-06,0.0226,702.0,719.0,5.93,5.03,19.40389,28.11111,19.45555,27.04389
2023-09-15 14:09:51+00:00,9.8337,36402.6,3148.54,899.323,4.93e-06,0.0226,702.0,719.0,5.93,5.03,19.37556,28.03889,19.39889,27.03389
2023-09-15 14:09:57+00:00,9.753400000000001,36407.8,3141.48,898.946,4.93e-06,0.0226,702.0,719.0,5.93,5.03,19.37556,28.03889,19.39889,27.03389
2023-09-15 14:10:32+00:00,9.753400000000001,36407.8,3141.48,898.946,4.92e-06,0.0227,693.0,718.0,5.93,5.04,19.37556,28.03889,19.39889,27.03389
2023-09-15 14:10:51+00:00,9.753400000000001,36407.8,3141.48,898.946,4.92e-06,0.0227,693.0,718.0,5.93,5.04,19.39611,28.02111,19.38833,27.01056
2023-09-15 14:10:57+00:00,9.7884,36407.600000000006,3142.38,899.277,4.92e-06,0.0227,693.0,718.0,5.93,5.04,19.39611,28.02111,19.38833,27.01056
2023-09-15 14:13:35+00:00,9.7884,36407.600000000006,3142.38,899.277,4.94e-06,0.0225,692.0,716.0,5.92,5.04,19.39611,28.02111,19.38833,27.01056
2023-09-15 14:13:51+00:00,9.7884,36407.600000000006,3142.38,899.277,4.94e-06,0.0225,692.0,716.0,5.92,5.04,19.38056,28.02333,19.38333,27.00778
2023-09-15 14:14:58+00:00,9.7152,36404.7,3146.83,899.3,4.94e-06,0.0225,692.0,716.0,5.92,5.04,19.38056,28.02333,19.38333,27.00778
2023-09-15 14:15:37+00:00,9.7152,36404.7,3146.83,899.3,4.95e-06,0.0226,699.0,717.0,5.93,5.04,19.38056,28.02333,19.38333,27.00778
2023-09-15 14:15:51+00:00,9.7152,36404.7,3146.83,899.3,4.95e-06,0.0226,699.0,717.0,5.93,5.04,19.36,28.02333,19.35222,26.95111
2023-09-15 14:15:58+00:00,9.7813,36408.5,3146.7200000000003,899.347,4.95e-06,0.0226,699.0,717.0,5.93,5.04,19.36,28.02333,19.35222,26.95111
2023-09-15 14:16:39+00:00,9.7813,36408.5,3146.7200000000003,899.347,4.95e-06,0.0226,698.0,716.0,5.92,5.04,19.36,28.02333,19.35222,26.95111
2023-09-15 14:17:51+00:00,9.7813,36408.5,3146.7200000000003,899.347,4.95e-06,0.0226,698.0,716.0,5.92,5.04,19.37833,28.00778,19.37556,26.97722
2023-09-15 14:17:58+00:00,9.7553,36405.1,3140.44,899.26,4.95e-06,0.0226,698.0,716.0,5.92,5.04,19.37833,28.00778,19.37556,26.97722
2023-09-15 14:19:43+00:00,9.7553,36405.1,3140.44,899.26,4.96e-06,0.0225,694.0,714.0,5.91,5.03,19.37833,28.00778,19.37556,26.97722
2023-09-15 14:19:51+00:00,9.7553,36405.1,3140.44,899.26,4.96e-06,0.0225,694.0,714.0,5.91,5.03,19.32944,28.00556,19.38333,26.94611
2023-09-15 14:19:59+00:00,9.7252,36404.4,3141.82,899.171,4.96e-06,0.0225,694.0,714.0,5.91,5.03,19.32944,28.00556,19.38333,26.94611
2023-09-15 14:20:44+00:00,9.7252,36404.4,3141.82,899.171,4.96e-06,0.0225,691.0,714.0,5.91,5.04,19.32944,28.00556,19.38333,26.94611
2023-09-15 14:20:51+00:00,9.7252,36404.4,3141.82,899.171,4.96e-06,0.0225,691.0,714.0,5.91,5.04,19.37556,28.03889,19.37278,26.97945
2023-09-15 14:20:59+00:00,9.9028,36405.0,3136.99,898.984,4.96e-06,0.0225,691.0,714.0,5.91,5.04,19.37556,28.03889,19.37278,26.97945
2023-09-15 14:23:48+00:00,9.9028,36405.0,3136.99,898.984,4.94e-06,0.0226,692.0,718.0,5.92,5.03,19.37556,28.03889,19.37278,26.97945
2023-09-15 14:23:51+00:00,9.9028,36405.0,3136.99,898.984,4.94e-06,0.0226,692.0,718.0,5.92,5.03,19.39889,28.09333,19.39611,27.02111
2023-09-15 14:23:59+00:00,9.729399999999998,36392.7,3144.22,899.454,4.94e-06,0.0226,692.0,718.0,5.92,5.03,19.39889,28.09333,19.39611,27.02111
2023-09-15 14:24:49+00:00,9.729399999999998,36392.7,3144.22,899.454,4.95e-06,0.0226,691.0,717.0,5.94,5.04,19.39889,28.09333,19.39611,27.02111
2023-09-15 14:24:51+00:00,9.729399999999998,36392.7,3144.22,899.454,4.95e-06,0.0226,691.0,717.0,5.94,5.04,19.40667,28.03611,19.39889,27.01056
2023-09-15 14:24:59+00:00,9.965399999999999,36404.299999999996,3141.01,899.364,4.95e-06,0.0226,691.0,717.0,5.94,5.04,19.40667,28.03611,19.39889,27.01056
2023-09-15 14:27:51+00:00,9.965399999999999,36404.299999999996,3141.01,899.364,4.95e-06,0.0226,691.0,717.0,5.94,5.04,19.41389,28.05445,19.445,27.02333
